date,expiry,strike,type,bid,ask,last_price,underlying,implied_volatility,days_to_expiry
2025-08-11,2025-11-09,19014.45,put,100.1,110.63,105.36,18000,0.2306,90
2025-08-11,2025-10-10,18143.66,put,9.76,10.79,10.28,18000,0.177,60
2025-08-11,2025-11-09,19571.78,call,38.42,42.47,40.45,18000,0.214,90
2025-08-11,2025-11-09,19561.95,call,99.98,110.5,105.24,18000,0.1603,90
2025-08-11,2025-10-10,16734.04,call,117.3,129.65,123.47,18000,0.198,60
2025-08-11,2025-08-25,17363.27,call,77.76,85.95,81.85,18000,0.2368,14
2025-08-11,2025-09-10,17959.85,put,21.5,23.77,22.63,18000,0.2032,30
2025-08-11,2025-11-09,16716.75,put,115.16,127.28,121.22,18000,0.1702,90
2025-08-11,2025-08-25,16878.06,call,75.88,83.87,79.88,18000,0.2173,14
2025-08-11,2025-11-09,19668.05,call,143.32,158.4,150.86,18000,0.2193,90
2025-08-11,2025-08-25,17547.47,put,105.65,116.77,111.21,18000,0.1997,14
2025-08-11,2025-08-18,16309.39,put,157.09,173.63,165.36,18000,0.2296,7
2025-08-11,2025-08-18,16976.43,put,114.05,126.06,120.05,18000,0.2327,7
2025-08-11,2025-08-18,16583.73,put,103.45,114.34,108.89,18000,0.1659,7
2025-08-11,2025-08-18,19319.18,call,133.79,147.87,140.83,18000,0.2371,7
2025-08-11,2025-11-09,17239.27,call,69.11,76.38,72.75,18000,0.2379,90
2025-08-11,2025-10-10,18603.34,put,150.12,165.92,158.02,18000,0.2401,60
2025-08-11,2025-09-10,19328.04,call,93.11,102.91,98.01,18000,0.162,30
2025-08-11,2025-08-18,17382.17,call,67.75,74.88,71.31,18000,0.1866,7
2025-08-11,2025-11-09,17569.51,call,40.62,44.9,42.76,18000,0.1949,90
2025-08-11,2025-08-18,17799.91,put,103.19,114.05,108.62,18000,0.1573,7
2025-08-11,2025-08-25,18933.64,call,147.63,163.17,155.4,18000,0.188,14
2025-08-11,2025-08-25,17925.05,call,18.63,20.59,19.61,18000,0.2314,14
2025-08-11,2025-11-09,17635.76,call,81.51,90.1,85.81,18000,0.1746,90
2025-08-11,2025-09-10,18953.58,put,122.35,135.23,128.79,18000,0.2247,30
2025-08-11,2025-09-10,16265.64,call,153.34,169.48,161.41,18000,0.1931,30
2025-08-11,2025-11-09,19432.91,call,64.99,71.83,68.41,18000,0.2155,90
2025-08-11,2025-10-10,19563.97,put,28.44,31.44,29.94,18000,0.1695,60
2025-08-11,2025-10-10,17124.4,put,158.96,175.7,167.33,18000,0.217,60
2025-08-11,2025-10-10,18140.98,put,122.72,135.63,129.17,18000,0.159,60
2025-08-11,2025-08-25,17181.45,put,89.34,98.75,94.05,18000,0.2323,14
2025-08-11,2025-10-10,16853.18,call,50.49,55.81,53.15,18000,0.1685,60
2025-08-11,2025-08-18,18242.32,put,72.59,80.24,76.41,18000,0.2418,7
2025-08-11,2025-08-18,17544.63,call,162.69,179.82,171.25,18000,0.2133,7
2025-08-11,2025-11-09,19383.14,call,110.57,122.21,116.39,18000,0.2294,90
2025-08-11,2025-08-25,17498.78,put,60.44,66.8,63.62,18000,0.24,14
2025-08-11,2025-08-25,17120.32,put,140.67,155.47,148.07,18000,0.1775,14
2025-08-11,2025-10-10,18617.13,call,106.68,117.91,112.29,18000,0.1596,60
2025-08-11,2025-08-18,17726.2,call,126.01,139.27,132.64,18000,0.1668,7
2025-08-11,2025-08-25,17902.41,call,4.04,4.47,4.25,18000,0.1596,14
2025-08-11,2025-09-10,18385.54,put,43.93,48.55,46.24,18000,0.2138,30
2025-08-11,2025-11-09,18340.11,put,46.95,51.89,49.42,18000,0.1642,90
2025-08-11,2025-11-09,18633.03,put,122.71,135.63,129.17,18000,0.1928,90
2025-08-11,2025-08-18,16256.96,put,17.8,19.68,18.74,18000,0.1628,7
2025-08-11,2025-08-25,17414.02,put,13.58,15.01,14.3,18000,0.1774,14
2025-08-11,2025-11-09,19419.09,call,62.75,69.35,66.05,18000,0.1901,90
2025-08-11,2025-08-18,18421.76,call,11.56,12.78,12.17,18000,0.2019,7
2025-08-11,2025-11-09,16451.75,put,150.49,166.33,158.41,18000,0.204,90
2025-08-11,2025-08-25,18648.47,put,56.94,62.94,59.94,18000,0.1824,14
2025-08-11,2025-08-25,19778.9,put,170.23,188.15,179.19,18000,0.1863,14
2025-08-11,2025-10-10,16416.51,put,164.44,181.75,173.1,18000,0.1589,60
2025-08-11,2025-11-09,18684.02,call,70.02,77.39,73.71,18000,0.167,90
2025-08-11,2025-08-18,19158.5,put,113.7,125.67,119.68,18000,0.1848,7
2025-08-11,2025-10-10,17909.59,put,68.28,75.47,71.88,18000,0.1735,60
2025-08-11,2025-11-09,18853.85,put,143.99,159.14,151.57,18000,0.204,90
2025-08-11,2025-11-09,16534.54,put,129.15,142.75,135.95,18000,0.1589,90
2025-08-11,2025-08-18,18390.55,put,121.2,133.95,127.57,18000,0.2282,7
2025-08-11,2025-10-10,17291.26,put,65.14,71.99,68.56,18000,0.1842,60
2025-08-11,2025-08-25,19573.05,call,141.12,155.98,148.55,18000,0.201,14
2025-08-11,2025-08-25,18362.14,call,134.45,148.61,141.53,18000,0.1662,14
2025-08-11,2025-10-10,19265.13,put,67.92,75.07,71.49,18000,0.2001,60
2025-08-11,2025-08-25,18460.62,put,148.44,164.06,156.25,18000,0.2378,14
2025-08-11,2025-09-10,19044.11,put,55.15,60.96,58.06,18000,0.2319,30
2025-08-11,2025-09-10,16824.69,put,163.7,180.93,172.32,18000,0.1724,30
2025-08-11,2025-08-25,18507.5,call,81.97,90.6,86.28,18000,0.2075,14
2025-08-11,2025-08-18,19521.93,put,153.6,169.77,161.69,18000,0.1639,7
2025-08-11,2025-11-09,17343.11,call,25.03,27.66,26.35,18000,0.1899,90
2025-08-11,2025-11-09,16638.34,call,23.11,25.55,24.33,18000,0.1526,90
2025-08-11,2025-10-10,16487.88,put,73.96,81.74,77.85,18000,0.2466,60
2025-08-11,2025-11-09,19571.22,put,18.07,19.97,19.02,18000,0.194,90
2025-08-11,2025-11-09,16263.68,put,26.0,28.73,27.36,18000,0.215,90
2025-08-11,2025-09-10,18231.99,put,9.95,10.99,10.47,18000,0.196,30
2025-08-11,2025-09-10,18915.31,call,168.21,185.92,177.06,18000,0.2195,30
2025-08-11,2025-09-10,16814.39,call,51.86,57.32,54.59,18000,0.1621,30
2025-08-11,2025-09-10,16839.96,put,87.11,96.28,91.7,18000,0.1562,30
2025-08-11,2025-08-18,17037.52,put,106.69,117.92,112.3,18000,0.1806,7
2025-08-11,2025-10-10,19252.86,put,151.61,167.57,159.59,18000,0.1631,60
2025-08-11,2025-11-09,17475.25,call,141.51,156.4,148.96,18000,0.1914,90
2025-08-11,2025-11-09,17593.48,call,71.16,78.65,74.91,18000,0.1511,90
2025-08-11,2025-09-10,17706.89,put,130.01,143.69,136.85,18000,0.176,30
2025-08-11,2025-08-25,16882.9,call,2.07,2.29,2.18,18000,0.1715,14
2025-08-11,2025-08-25,18465.48,call,164.09,181.36,172.72,18000,0.2302,14
2025-08-11,2025-10-10,17537.07,call,77.7,85.88,81.79,18000,0.2048,60
2025-08-11,2025-10-10,17157.67,call,25.66,28.36,27.01,18000,0.1988,60
2025-08-11,2025-10-10,17076.52,put,64.28,71.04,67.66,18000,0.1976,60
2025-08-11,2025-10-10,19294.43,put,152.55,168.6,160.58,18000,0.2285,60
2025-08-11,2025-08-18,16567.74,put,117.67,130.06,123.86,18000,0.1815,7
2025-08-11,2025-10-10,16475.1,call,6.57,7.26,6.92,18000,0.2341,60
2025-08-11,2025-10-10,19012.21,put,112.75,124.62,118.68,18000,0.2137,60
2025-08-11,2025-09-10,17820.45,call,11.4,12.6,12.0,18000,0.2114,30
2025-08-11,2025-11-09,16740.61,put,75.8,83.78,79.79,18000,0.2488,90
2025-08-11,2025-11-09,16336.88,call,12.33,13.62,12.98,18000,0.2216,90
2025-08-11,2025-09-10,16243.59,call,66.28,73.26,69.77,18000,0.2009,30
2025-08-11,2025-10-10,17458.93,call,134.04,148.15,141.09,18000,0.2442,60
2025-08-11,2025-09-10,16826.79,call,142.02,156.97,149.5,18000,0.205,30
2025-08-11,2025-08-25,16275.4,put,153.71,169.89,161.8,18000,0.2015,14
2025-08-11,2025-08-18,19713.57,call,20.76,22.94,21.85,18000,0.1706,7
2025-08-11,2025-10-10,18988.68,call,81.78,90.39,86.09,18000,0.246,60
2025-08-11,2025-08-25,17359.98,put,167.57,185.21,176.39,18000,0.1793,14
2025-08-11,2025-11-09,18296.72,call,105.42,116.52,110.97,18000,0.2021,90
2025-08-11,2025-08-25,16661.14,call,102.35,113.12,107.74,18000,0.1611,14
2025-08-11,2025-08-18,17539.8,call,66.46,73.46,69.96,18000,0.205,7
2025-08-11,2025-08-25,19595.07,put,115.59,127.76,121.68,18000,0.2428,14
2025-08-11,2025-09-10,19392.93,put,114.82,126.9,120.86,18000,0.2492,30
2025-08-11,2025-08-18,17130.35,call,129.11,142.7,135.91,18000,0.1752,7
2025-08-11,2025-11-09,19722.23,put,132.77,146.75,139.76,18000,0.2228,90
2025-08-11,2025-10-10,16393.89,put,168.38,186.1,177.24,18000,0.2045,60
2025-08-11,2025-10-10,16355.43,put,117.19,129.52,123.35,18000,0.1608,60
2025-08-11,2025-10-10,19144.03,call,25.77,28.48,27.12,18000,0.1988,60
2025-08-11,2025-10-10,18838.09,call,127.13,140.51,133.82,18000,0.2258,60
2025-08-11,2025-09-10,17271.17,call,16.03,17.72,16.88,18000,0.1652,30
2025-08-11,2025-10-10,18490.65,put,27.51,30.4,28.95,18000,0.1934,60
2025-08-11,2025-08-25,16233.59,call,150.73,166.59,158.66,18000,0.2242,14
2025-08-11,2025-10-10,16557.04,put,112.44,124.28,118.36,18000,0.238,60
2025-08-11,2025-08-18,18198.31,put,105.16,116.23,110.7,18000,0.2315,7
2025-08-11,2025-08-25,17479.38,call,89.63,99.07,94.35,18000,0.2039,14
2025-08-11,2025-08-25,18939.57,put,1.89,2.08,1.99,18000,0.2333,14
2025-08-11,2025-08-18,19649.06,call,129.32,142.93,136.13,18000,0.2178,7
2025-08-11,2025-09-10,19786.8,put,110.02,121.6,115.81,18000,0.1885,30
2025-08-11,2025-08-25,19390.3,call,113.38,125.31,119.35,18000,0.1638,14
2025-08-11,2025-11-09,16304.66,put,135.81,150.1,142.96,18000,0.1855,90
2025-08-11,2025-10-10,17648.38,call,109.84,121.4,115.62,18000,0.1981,60
2025-08-11,2025-11-09,18287.94,call,9.03,9.98,9.5,18000,0.2203,90
2025-08-11,2025-08-25,18357.73,call,141.08,155.93,148.51,18000,0.177,14
2025-08-11,2025-08-18,18491.37,call,57.15,63.17,60.16,18000,0.1559,7
2025-08-11,2025-08-25,18747.65,call,88.97,98.34,93.65,18000,0.2325,14
2025-08-11,2025-11-09,16730.83,call,40.33,44.58,42.45,18000,0.2236,90
2025-08-11,2025-10-10,16425.15,put,170.72,188.69,179.7,18000,0.2236,60
2025-08-11,2025-10-10,17278.0,call,108.79,120.24,114.51,18000,0.1921,60
2025-08-11,2025-09-10,18669.28,call,65.64,72.54,69.09,18000,0.234,30
2025-08-11,2025-08-18,19621.13,call,61.94,68.46,65.2,18000,0.1684,7
2025-08-11,2025-08-25,16795.06,call,142.22,157.19,149.71,18000,0.1524,14
2025-08-11,2025-11-09,18711.61,call,160.86,177.79,169.32,18000,0.1799,90
2025-08-11,2025-08-25,19269.82,put,143.97,159.13,151.55,18000,0.2373,14
2025-08-11,2025-11-09,17931.26,call,82.59,91.28,86.93,18000,0.1958,90
2025-08-11,2025-08-25,16490.17,call,155.51,171.87,163.69,18000,0.2404,14
2025-08-11,2025-08-18,16225.31,call,104.35,115.33,109.84,18000,0.1659,7
2025-08-11,2025-10-10,17635.81,put,163.58,180.8,172.19,18000,0.2157,60
2025-08-11,2025-10-10,16360.54,put,42.23,46.68,44.46,18000,0.1762,60
2025-08-11,2025-10-10,19033.66,put,129.86,143.53,136.69,18000,0.1772,60
2025-08-11,2025-08-25,19241.24,put,83.37,92.15,87.76,18000,0.1565,14
2025-08-11,2025-09-10,16425.55,put,59.15,65.38,62.27,18000,0.2062,30
2025-08-11,2025-08-25,17679.94,call,40.49,44.75,42.62,18000,0.1586,14
2025-08-11,2025-09-10,19668.22,call,67.28,74.36,70.82,18000,0.2382,30
2025-08-11,2025-08-25,17707.66,put,84.56,93.46,89.01,18000,0.2124,14
2025-08-11,2025-11-09,17123.51,call,32.69,36.14,34.41,18000,0.2225,90
2025-08-11,2025-08-18,17870.16,call,165.42,182.83,174.12,18000,0.2447,7
2025-08-11,2025-11-09,16610.74,put,71.48,79.0,75.24,18000,0.222,90
2025-08-11,2025-08-18,19262.22,call,167.67,185.32,176.49,18000,0.2045,7
2025-08-11,2025-11-09,19296.5,put,135.38,149.63,142.51,18000,0.2043,90
2025-08-11,2025-08-18,18156.74,put,144.82,160.07,152.45,18000,0.1726,7
2025-08-11,2025-08-25,16796.79,put,36.95,40.84,38.9,18000,0.2164,14
2025-08-11,2025-08-25,17864.26,put,128.13,141.61,134.87,18000,0.196,14
2025-08-11,2025-10-10,16424.18,put,60.87,67.28,64.08,18000,0.1612,60
2025-08-11,2025-09-10,16387.04,call,58.1,64.22,61.16,18000,0.1997,30
2025-08-11,2025-11-09,16792.94,call,128.95,142.53,135.74,18000,0.2258,90
2025-08-11,2025-11-09,18574.67,put,40.83,45.13,42.98,18000,0.2371,90
2025-08-11,2025-08-18,18216.66,put,4.65,5.13,4.89,18000,0.2272,7
2025-08-11,2025-08-18,16538.95,call,92.12,101.81,96.97,18000,0.2409,7
2025-08-11,2025-10-10,19074.04,call,140.58,155.38,147.98,18000,0.2157,60
2025-08-11,2025-08-25,16536.27,call,34.84,38.51,36.68,18000,0.2464,14
2025-08-11,2025-08-25,16538.53,put,98.77,109.17,103.97,18000,0.2293,14
2025-08-11,2025-11-09,17324.46,call,156.48,172.95,164.72,18000,0.1896,90
2025-08-11,2025-08-25,16768.64,put,28.39,31.38,29.89,18000,0.2058,14
2025-08-11,2025-09-10,17507.16,call,168.18,185.89,177.03,18000,0.1777,30
2025-08-11,2025-08-18,18353.21,call,152.87,168.96,160.92,18000,0.1684,7
2025-08-11,2025-10-10,19153.36,call,105.22,116.29,110.75,18000,0.194,60
2025-08-11,2025-09-10,19376.7,put,54.66,60.42,57.54,18000,0.224,30
2025-08-11,2025-08-18,17703.94,call,124.01,137.06,130.53,18000,0.1622,7
2025-08-11,2025-08-25,16797.44,put,112.2,124.01,118.1,18000,0.248,14
2025-08-11,2025-09-10,18672.7,call,123.01,135.96,129.48,18000,0.2027,30
2025-08-11,2025-08-25,16955.11,put,32.05,35.42,33.73,18000,0.2231,14
2025-08-11,2025-11-09,17267.36,put,121.45,134.24,127.84,18000,0.2041,90
2025-08-11,2025-10-10,19757.04,put,78.53,86.8,82.67,18000,0.2322,60
2025-08-11,2025-11-09,17115.56,put,57.32,63.35,60.34,18000,0.2328,90
2025-08-11,2025-08-25,17079.62,put,17.21,19.02,18.11,18000,0.2326,14
2025-08-11,2025-11-09,17712.43,put,77.01,85.12,81.06,18000,0.1848,90
2025-08-11,2025-08-25,18409.6,call,60.26,66.6,63.43,18000,0.2121,14
2025-08-11,2025-11-09,19102.31,put,108.44,119.85,114.15,18000,0.2479,90
2025-08-11,2025-10-10,18861.46,put,117.36,129.72,123.54,18000,0.1825,60
2025-08-11,2025-10-10,18654.01,put,38.85,42.94,40.89,18000,0.2356,60
2025-08-11,2025-09-10,18698.94,call,61.62,68.11,64.87,18000,0.1716,30
2025-08-11,2025-11-09,16319.48,call,129.83,143.5,136.66,18000,0.1908,90
2025-08-11,2025-10-10,19336.34,call,10.11,11.17,10.64,18000,0.2307,60
2025-08-11,2025-08-25,18542.77,put,95.84,105.92,100.88,18000,0.2171,14
2025-08-11,2025-09-10,17603.13,put,147.84,163.4,155.62,18000,0.196,30
2025-08-11,2025-09-10,17685.94,call,72.26,79.86,76.06,18000,0.1611,30
2025-08-11,2025-08-18,17717.2,put,47.89,52.93,50.41,18000,0.2418,7
2025-08-11,2025-08-18,17251.99,call,119.58,132.17,125.88,18000,0.2326,7
2025-08-11,2025-10-10,16264.82,call,95.62,105.69,100.65,18000,0.2121,60
2025-08-11,2025-10-10,19185.82,put,76.92,85.02,80.97,18000,0.2135,60
2025-08-11,2025-11-09,18146.51,put,7.89,8.72,8.3,18000,0.1763,90
2025-08-11,2025-08-18,17887.56,call,12.7,14.03,13.36,18000,0.2325,7
2025-08-11,2025-08-18,17279.71,put,11.03,12.19,11.61,18000,0.2099,7
2025-08-11,2025-10-10,19268.15,call,58.21,64.34,61.27,18000,0.183,60
2025-08-11,2025-11-09,19217.35,put,99.66,110.15,104.91,18000,0.1535,90
2025-08-11,2025-08-25,18264.06,call,142.16,157.13,149.65,18000,0.1564,14
2025-08-11,2025-09-10,17958.15,call,155.55,171.92,163.73,18000,0.1594,30
2025-08-11,2025-10-10,19326.79,put,97.77,108.06,102.92,18000,0.2379,60
2025-08-11,2025-11-09,18700.02,put,74.32,82.14,78.23,18000,0.1817,90
2025-08-11,2025-08-18,17426.94,put,103.81,114.74,109.28,18000,0.1943,7
2025-08-11,2025-09-10,17802.89,call,40.6,44.87,42.74,18000,0.2203,30
2025-08-11,2025-10-10,16575.21,put,166.0,183.47,174.74,18000,0.2287,60
2025-08-11,2025-10-10,19621.91,put,168.24,185.95,177.09,18000,0.1973,60
2025-08-11,2025-08-18,16210.52,call,7.81,8.63,8.22,18000,0.1972,7
2025-08-11,2025-09-10,17196.53,call,80.88,89.39,85.13,18000,0.195,30
2025-08-11,2025-09-10,16905.95,call,81.1,89.64,85.37,18000,0.1947,30
2025-08-11,2025-08-18,18059.66,put,8.46,9.35,8.91,18000,0.2354,7
2025-08-11,2025-09-10,19238.13,call,137.24,151.69,144.47,18000,0.1839,30
2025-08-11,2025-08-18,16986.64,put,159.33,176.1,167.72,18000,0.1793,7
2025-08-11,2025-08-18,19140.06,call,19.47,21.52,20.49,18000,0.2117,7
2025-08-11,2025-09-10,19367.51,call,84.4,93.28,88.84,18000,0.2374,30
2025-08-11,2025-09-10,16361.47,call,46.98,51.92,49.45,18000,0.1631,30
2025-08-11,2025-08-18,17603.54,call,155.2,171.54,163.37,18000,0.1911,7
2025-08-11,2025-11-09,17129.42,call,140.87,155.7,148.28,18000,0.1809,90
2025-08-11,2025-10-10,19156.31,put,0.36,0.4,0.38,18000,0.2363,60
2025-08-11,2025-11-09,19186.52,call,117.41,129.77,123.59,18000,0.2104,90
2025-08-11,2025-08-25,18595.05,call,63.11,69.75,66.43,18000,0.1956,14
2025-08-11,2025-09-10,18346.76,put,12.14,13.42,12.78,18000,0.2251,30
2025-08-11,2025-08-25,17355.89,call,114.33,126.36,120.34,18000,0.2442,14
2025-08-11,2025-08-18,18527.22,call,1.73,1.91,1.82,18000,0.2094,7
2025-08-11,2025-08-25,16699.94,call,149.4,165.13,157.27,18000,0.2113,14
2025-08-11,2025-10-10,18496.36,call,11.36,12.56,11.96,18000,0.2402,60
2025-08-11,2025-08-25,16242.14,put,76.75,84.83,80.79,18000,0.2032,14
2025-08-11,2025-11-09,17637.73,call,95.53,105.58,100.56,18000,0.1623,90
2025-08-11,2025-08-18,18825.02,call,66.24,73.22,69.73,18000,0.1567,7
2025-08-11,2025-09-10,17747.75,call,92.77,102.54,97.66,18000,0.1578,30
2025-08-11,2025-08-25,18325.03,put,140.63,155.44,148.04,18000,0.2298,14
2025-08-11,2025-10-10,18285.36,call,54.53,60.27,57.4,18000,0.1931,60
2025-08-11,2025-08-25,17532.19,put,117.72,130.11,123.91,18000,0.2206,14
2025-08-11,2025-08-25,16800.7,call,7.66,8.46,8.06,18000,0.2146,14
2025-08-11,2025-08-18,17445.16,put,88.45,97.76,93.1,18000,0.184,7
2025-08-11,2025-08-25,18492.85,call,135.38,149.64,142.51,18000,0.1886,14
2025-08-11,2025-09-10,17320.38,put,90.82,100.38,95.6,18000,0.2347,30
2025-08-11,2025-10-10,18288.8,put,117.69,130.08,123.89,18000,0.1954,60
2025-08-11,2025-11-09,19699.29,put,86.43,95.53,90.98,18000,0.1528,90
2025-08-11,2025-09-10,16688.84,put,5.29,5.85,5.57,18000,0.1539,30
2025-08-11,2025-09-10,16776.09,put,25.15,27.79,26.47,18000,0.1813,30
2025-08-11,2025-11-09,17241.28,call,63.34,70.01,66.67,18000,0.2335,90
2025-08-11,2025-10-10,17330.28,call,170.12,188.03,179.07,18000,0.1944,60
2025-08-11,2025-08-18,19742.45,call,25.92,28.65,27.29,18000,0.2107,7
2025-08-11,2025-08-18,17587.84,put,167.6,185.24,176.42,18000,0.2274,7
2025-08-11,2025-08-18,18193.36,put,42.22,46.67,44.44,18000,0.1668,7
2025-08-11,2025-09-10,17482.27,put,33.28,36.78,35.03,18000,0.1759,30
2025-08-11,2025-08-18,18026.81,call,165.26,182.65,173.96,18000,0.177,7
2025-08-11,2025-10-10,17450.2,put,170.95,188.95,179.95,18000,0.2083,60
2025-08-11,2025-11-09,18454.44,call,133.79,147.87,140.83,18000,0.1707,90
2025-08-11,2025-09-10,19369.13,put,135.52,149.79,142.65,18000,0.1826,30
2025-08-11,2025-09-10,16924.72,call,145.79,161.13,153.46,18000,0.1648,30
2025-08-11,2025-11-09,18154.89,call,101.41,112.08,106.74,18000,0.1632,90
2025-08-11,2025-08-25,18799.72,call,6.49,7.18,6.84,18000,0.1958,14
2025-08-11,2025-09-10,18177.56,call,47.16,52.12,49.64,18000,0.2294,30
2025-08-11,2025-08-25,19598.55,call,87.71,96.94,92.32,18000,0.2449,14
2025-08-11,2025-10-10,17940.27,put,51.72,57.16,54.44,18000,0.1992,60
2025-08-11,2025-10-10,17228.82,call,75.45,83.39,79.42,18000,0.2063,60
2025-08-11,2025-09-10,18040.59,call,124.1,137.16,130.63,18000,0.1862,30
2025-08-11,2025-11-09,19730.66,put,102.96,113.8,108.38,18000,0.1943,90
2025-08-11,2025-10-10,19103.72,call,18.68,20.65,19.67,18000,0.17,60
2025-08-11,2025-10-10,16211.4,call,152.72,168.79,160.76,18000,0.2347,60
2025-08-11,2025-09-10,17322.84,call,87.28,96.47,91.88,18000,0.1948,30
2025-08-11,2025-11-09,19534.98,put,158.9,175.63,167.27,18000,0.2263,90
2025-08-11,2025-09-10,19339.37,put,51.2,56.59,53.89,18000,0.1634,30
2025-08-11,2025-10-10,19095.97,put,90.39,99.9,95.14,18000,0.2233,60
2025-08-11,2025-09-10,19792.16,put,15.36,16.97,16.17,18000,0.2495,30
2025-08-11,2025-09-10,18856.33,call,11.8,13.05,12.43,18000,0.2133,30
2025-08-11,2025-11-09,18912.34,call,138.37,152.94,145.65,18000,0.2322,90
2025-08-11,2025-08-18,19245.32,put,68.25,75.43,71.84,18000,0.1604,7
2025-08-11,2025-08-25,16479.54,put,4.19,4.63,4.41,18000,0.2187,14
2025-08-11,2025-09-10,17455.75,call,98.67,109.06,103.87,18000,0.2132,30
2025-08-11,2025-08-25,16221.92,call,51.23,56.62,53.92,18000,0.2023,14
2025-08-11,2025-08-18,18002.25,put,81.78,90.39,86.09,18000,0.1742,7
2025-08-11,2025-08-25,16462.45,call,36.1,39.9,38.0,18000,0.2167,14
2025-08-11,2025-08-25,17211.62,put,26.05,28.79,27.42,18000,0.1793,14
2025-08-11,2025-09-10,16279.3,call,38.65,42.72,40.69,18000,0.1976,30
2025-08-11,2025-08-18,16989.39,call,61.19,67.63,64.41,18000,0.2103,7
2025-08-11,2025-08-18,18934.6,call,86.03,95.08,90.56,18000,0.2389,7
2025-08-11,2025-08-25,18309.11,put,108.94,120.41,114.68,18000,0.2055,14
2025-08-11,2025-08-25,17070.95,put,51.85,57.3,54.57,18000,0.1735,14
2025-08-11,2025-10-10,16714.35,call,68.65,75.87,72.26,18000,0.2221,60
2025-08-11,2025-08-25,16681.78,put,46.43,51.32,48.88,18000,0.2222,14
2025-08-11,2025-08-18,17343.31,call,133.9,147.99,140.94,18000,0.1689,7
2025-08-11,2025-08-25,17194.21,put,99.74,110.24,104.99,18000,0.2396,14
2025-08-11,2025-08-18,17425.33,put,54.08,59.78,56.93,18000,0.2241,7
2025-08-11,2025-09-10,19176.17,call,144.1,159.27,151.69,18000,0.177,30
2025-08-11,2025-10-10,18258.51,put,74.18,81.99,78.09,18000,0.2392,60
2025-08-11,2025-08-18,17558.33,put,15.27,16.88,16.07,18000,0.2464,7
2025-08-11,2025-08-25,16352.25,call,108.19,119.58,113.89,18000,0.1888,14
2025-08-11,2025-08-25,16700.82,call,113.95,125.95,119.95,18000,0.2213,14
2025-08-11,2025-08-18,17202.38,call,120.13,132.78,126.46,18000,0.2451,7
2025-08-11,2025-08-18,16579.31,call,170.91,188.9,179.9,18000,0.2134,7
2025-08-11,2025-08-18,17496.18,put,148.06,163.64,155.85,18000,0.1885,7
2025-08-11,2025-09-10,17847.72,put,131.8,145.68,138.74,18000,0.2134,30
2025-08-11,2025-08-18,16388.48,call,94.4,104.34,99.37,18000,0.1686,7
2025-08-11,2025-10-10,19261.25,put,148.73,164.39,156.56,18000,0.1871,60
2025-08-11,2025-08-18,19066.47,call,50.5,55.81,53.15,18000,0.2108,7
2025-08-11,2025-10-10,18858.95,put,8.93,9.87,9.4,18000,0.2475,60
2025-08-11,2025-10-10,18767.54,put,14.59,16.13,15.36,18000,0.2079,60
2025-08-11,2025-09-10,17524.03,call,133.72,147.8,140.76,18000,0.2323,30
2025-08-11,2025-11-09,17163.33,call,41.36,45.72,43.54,18000,0.2188,90
2025-08-11,2025-08-25,16269.58,put,5.37,5.94,5.66,18000,0.2449,14
2025-08-11,2025-09-10,17655.44,call,45.6,50.4,48.0,18000,0.2406,30
2025-08-11,2025-11-09,17870.74,put,68.0,75.16,71.58,18000,0.1542,90
2025-08-11,2025-08-18,17322.71,put,37.59,41.54,39.56,18000,0.1767,7
2025-08-11,2025-10-10,19713.65,call,13.06,14.44,13.75,18000,0.2075,60
2025-08-11,2025-08-18,16632.75,put,56.79,62.77,59.78,18000,0.1936,7
2025-08-11,2025-08-18,18983.31,put,109.76,121.31,115.53,18000,0.1723,7
2025-08-11,2025-10-10,16204.87,call,93.77,103.64,98.71,18000,0.2163,60
2025-08-11,2025-10-10,19249.42,call,141.89,156.83,149.36,18000,0.2047,60
2025-08-11,2025-08-18,17248.12,call,51.8,57.25,54.52,18000,0.1898,7
2025-08-11,2025-09-10,18756.49,call,82.78,91.49,87.13,18000,0.1747,30
2025-08-11,2025-10-10,17905.72,put,169.33,187.15,178.24,18000,0.2082,60
2025-08-11,2025-11-09,18110.65,put,164.63,181.96,173.3,18000,0.2044,90
2025-08-11,2025-10-10,18996.94,call,33.49,37.01,35.25,18000,0.1725,60
2025-08-11,2025-08-25,19425.87,call,98.89,109.3,104.09,18000,0.2281,14
2025-08-11,2025-09-10,19733.95,put,66.38,73.36,69.87,18000,0.2136,30
2025-08-11,2025-10-10,18514.15,call,156.89,173.4,165.15,18000,0.1845,60
2025-08-11,2025-10-10,18139.73,call,10.64,11.76,11.2,18000,0.2208,60
2025-08-11,2025-08-18,19550.18,put,76.55,84.61,80.58,18000,0.2131,7
2025-08-11,2025-08-18,19648.56,call,60.58,66.96,63.77,18000,0.2261,7
2025-08-11,2025-08-25,18646.63,call,158.8,175.52,167.16,18000,0.2121,14
2025-08-11,2025-08-25,18168.69,put,7.51,8.3,7.9,18000,0.1933,14
2025-08-11,2025-11-09,17932.8,call,144.26,159.45,151.86,18000,0.155,90
2025-08-11,2025-09-10,19055.31,call,112.71,124.57,118.64,18000,0.1892,30
2025-08-11,2025-08-18,16908.93,call,69.54,76.86,73.2,18000,0.1998,7
2025-08-11,2025-09-10,19732.12,call,78.48,86.74,82.61,18000,0.1719,30
